ID;COUNTRY;YIAR;CAREWORKERS
644;Country A;1993;8.613
645;Country B;1993;4.902
646;Country A;1993;10.823
647;Country B;1993;5.652
648;Country A;1993;8.722
649;Country B;1993;5.85
650;Country A;1993;9.798
651;Country B;1993;6.358
652;Country A;1993;8.964
653;Country B;1993;2.985
654;Country A;1993;11.227
655;Country B;1993;4.371
656;Country A;1993;11.309
657;Country B;1993;9.204
658;Country A;1993;8.974
659;Country B;1993;5.37
660;Country A;1993;11.047
661;Country B;1993;3.544
662;Country A;1993;7.117
663;Country B;1993;6.166
664;Country A;1993;11.151
665;Country B;1993;4.926
666;Country A;1993;8.696
667;Country B;1993;2.516
668;Country A;1993;11.192
669;Country B;1993;5.162
670;Country A;-1;12.576
671;Country B;1993;5.774
672;Country A;1993;12.534
673;Country B;1993;5.848
674;Country A;1993;12.823
675;Country B;1993;3.362
676;Country A;1993;9.274
677;Country B;1993;6.467
678;Country A;1993;8.141
679;Country B;1993;4.873
680;Country A;1993;11.098
681;Country B;1993;7.445
682;Country A;1993;11.256
683;Country B;1993;5.831
684;Country A;-1;5.464
685;Country B;1993;7.134
686;Country A;1993;7.379
687;Country B;1993;4.692
688;Country A;1993;7.965
689;Country B;1993;6.047
690;Country A;1993;10.151
691;Country B;1993;3.955
692;Country A;1993;10.116
693;Country B;1993;4.142
694;Country A;1993;7.814
695;Country B;1993;3.639
696;Country A;1993;8.977
697;Country B;1993;5.29
698;Country A;1993;8.401
699;Country B;1993;4.381
700;Country A;1993;11.997
701;Country B;1993;5.295
702;Country A;1993;13.517
703;Country B;1993;5.024
704;Country A;1993;5.858
705;Country B;1993;6.631
706;Country A;1993;7.822
707;Country B;1993;3.678
708;Country A;1993;11.241
709;Country B;1993;3.956
710;Country A;1993;12.028
711;Country B;1993;6.196
712;Country A;1993;11.363
713;Country B;1993;3.734
714;Country A;1993;7.805
715;Country B;1993;2.81
716;Country A;1993;10.213
717;Country B;1993;6.159
718;Country A;1993;13.764
719;Country B;-1;7.189
720;Country A;1993;9.075
721;Country B;1993;5.123
722;Country A;1993;8.981
723;Country B;1993;5.121
724;Country A;1993;10.999
725;Country B;1993;5.422
726;Country A;-1;8.089
727;Country B;1993;5.604
728;Country A;1993;9.553
729;Country B;1993;5.814
730;Country A;1993;11.58
731;Country B;1993;5.785
732;Country A;1993;9.812
733;Country B;1993;4.795
734;Country A;1993;10.966
735;Country B;1993;4.944
736;Country A;1993;8.279
737;Country B;1993;4.849
738;Country A;1993;13.996
739;Country B;1993;5.297
740;Country A;1993;8.918
741;Country B;1993;3.895
742;Country A;1993;10.758
743;Country B;1993;5.169
744;Country A;1993;11.716
745;Country B;1993;4.051
746;Country A;1993;8.114
747;Country B;1993;6.462
748;Country A;1993;7.976
749;Country B;1993;4.1
750;Country A;1993;9.51
751;Country B;1993;4.962
752;Country A;1993;8.304
753;Country B;1993;5.236
754;Country A;1993;10.788
755;Country B;1993;3.379
756;Country A;1993;8.643
757;Country B;1993;4.505
758;Country A;1993;9.331
759;Country B;1993;4.635
760;Country A;1993;8.585
761;Country B;1993;5.099
762;Country A;1993;6.103
763;Country B;1993;5.426
764;Country A;1993;9.487
765;Country B;1993;4.537
766;Country A;1993;8.631
767;Country B;1993;4.684
768;Country A;1993;12.296
769;Country B;1993;5.789
770;Country A;1993;11.347
771;Country B;1993;6.007
772;Country A;1993;11.546
773;Country B;1993;5.639
774;Country A;1993;8.962
775;Country B;1993;6.796
776;Country A;1993;10.356
777;Country B;1993;5.625
778;Country A;1993;10.555
779;Country B;1993;6.158
780;Country A;1993;10.61
781;Country B;1993;4.901
782;Country A;1993;10.168
783;Country B;1993;4.308
784;Country A;1993;11.368
785;Country B;1993;5.276
786;Country A;1993;9.875
787;Country B;1993;5.823
788;Country A;1993;8.217
789;Country B;1993;6.27
790;Country A;1993;12.935
791;Country B;1993;4.474
792;Country A;1993;12.689
793;Country B;1993;4.572
794;Country A;1993;8.649
795;Country B;1993;4.457
796;Country A;1993;13.838
797;Country B;1993;4.119
798;Country A;1993;5.857
799;Country B;1993;3.331
800;Country A;1993;12.151
801;Country B;1993;4.143
802;Country A;1993;7.875
803;Country B;1993;6.053
804;Country A;1993;11.238
805;Country B;1993;6.228
806;Country A;1993;7.201
807;Country B;1993;4.548
808;Country A;-1;9.301
809;Country B;1993;5.846
810;Country A;1993;9.346
811;Country B;1993;5.121
812;Country A;1993;7.398
813;Country B;1993;5.39
814;Country A;1993;8.678
815;Country B;1993;5.699
816;Country A;1993;8.451
817;Country B;1993;5.389
818;Country A;1993;10.067
819;Country B;1993;5.996
820;Country A;1993;11.544
821;Country B;1993;4.201
822;Country A;1993;9.933
823;Country B;1993;3.843
824;Country A;1993;9.749
825;Country B;1993;4.28
826;Country A;1993;-9999999
827;Country B;1993;5.072
828;Country A;1993;12.003
829;Country B;1993;4.202
830;Country A;1993;10.149
831;Country B;1993;3.24
832;Country A;1993;7.459
833;Country B;1993;6.013
834;Country A;1993;11.059
835;Country B;1993;6.623
836;Country A;1993;7.355
837;Country B;1993;6.207
838;Country A;1993;10.368
839;Country B;1993;5.286
840;Country A;1993;11.104
841;Country B;1993;4.899
842;Country A;1993;9.087
843;Country B;1993;4.291
844;Country A;1993;10.763
845;Country B;1993;4.437
846;Country A;1993;14.63
847;Country B;1993;3.979
848;Country A;1993;10.731
849;Country B;1993;3.933
850;Country A;1993;13.255
851;Country B;1993;4.38
852;Country A;1993;10.17
853;Country B;1993;4.875
854;Country A;1993;9.451
855;Country B;1993;5.496
856;Country A;1993;7.939
857;Country B;1993;6.65
858;Country A;1993;14.207
859;Country B;1993;5.422
860;Country A;1993;8.85
861;Country B;1993;5.735
862;Country A;1993;10.199
863;Country B;1993;6.5
864;Country A;1993;13.112
865;Country B;1993;2.801
866;Country A;-1;13.538
867;Country B;1993;4.866
868;Country A;1993;10.603
869;Country B;1993;4.668
870;Country A;1993;12.02
871;Country B;1993;4.733
872;Country A;1993;8.143
873;Country B;1993;3.801
874;Country A;1993;10.696
875;Country B;1993;5.369
876;Country A;1993;10.061
877;Country B;1993;4.591
878;Country A;1993;11.679
879;Country B;1993;4.136
880;Country A;1993;14.6
881;Country B;1993;3.615
882;Country A;1993;10.151
883;Country B;1993;6.149
884;Country A;1993;8.563
885;Country B;1993;4.186
886;Country A;1993;9.146
887;Country B;1993;7.124
888;Country A;1993;13.119
889;Country B;1993;6.305
890;Country A;1993;9.25
891;Country B;1993;3.403
892;Country A;1993;6.057
893;Country B;1993;7.704
894;Country A;1993;8.976
895;Country B;1993;6.084
896;Country A;1993;8.139
897;Country B;1993;1.391
898;Country A;1993;10.751
899;Country B;1993;5.723
900;Country A;1993;11.184
901;Country B;1993;5.22
902;Country A;1993;17.081
903;Country B;1993;5.97
904;Country A;1993;14.05
905;Country B;1993;3.248
906;Country A;1993;10.322
907;Country B;1993;5.193
908;Country A;1993;12.371
909;Country B;1993;5.338
910;Country A;1993;7.67
911;Country B;1993;3.26
912;Country A;1993;10.697
913;Country B;1993;4.325
914;Country A;1993;10.775
915;Country B;1993;2.292
916;Country A;1993;7.593
917;Country B;1993;4.412
918;Country A;1993;11.926
919;Country B;1993;5.84
920;Country A;1993;12.435
921;Country B;1993;5.899
922;Country A;1993;8.534
923;Country B;1993;4.782
924;Country A;1993;8.816
925;Country B;1993;4.354
926;Country A;1993;11.4
927;Country B;1993;4.143
928;Country A;1993;10.98
929;Country B;1993;6.156
930;Country A;1993;8.886
931;Country B;1993;5.349
932;Country A;1993;8.548
933;Country B;1993;6.191
934;Country A;1993;8.285
935;Country B;1993;4.309
936;Country A;1993;8.903
937;Country B;1993;3.805
938;Country A;1993;8.068
939;Country B;1993;5.101
940;Country A;1993;9.472
941;Country B;1993;7.432
942;Country A;1993;6.452
943;Country B;1993;4.302
944;Country A;1993;11.737
945;Country B;1993;-9999999
946;Country A;1993;11.084
947;Country B;1993;4.246
948;Country A;1993;10.946
949;Country B;1993;4.085
950;Country A;1993;11.577
951;Country B;1993;5.666
952;Country A;1993;7.913
953;Country B;1993;5.017
954;Country A;1993;10.871
955;Country B;1993;3.461
956;Country A;1993;12.883
957;Country B;1993;7.217
958;Country A;1993;11.546
959;Country B;1993;5.879
960;Country A;1993;8.056
961;Country B;1993;6.287
962;Country A;1993;14.346
963;Country B;1993;3.91
964;Country A;1993;10.503
965;Country B;1993;5.307
966;Country A;1993;10.631
967;Country B;1993;6.315
968;Country A;1993;13.011
969;Country B;1993;6.329
970;Country A;1993;10.155
971;Country B;1993;3.811
972;Country A;1993;12.556
973;Country B;1993;4.662
974;Country A;1993;10.647
975;Country B;1993;4.677
976;Country A;1993;9.398
977;Country B;1993;5.303
978;Country A;1993;12.61
979;Country B;1993;4.674
980;Country A;1993;8.714
981;Country B;1993;5.446
982;Country A;1993;10.294
983;Country B;1993;6.344
984;Country A;1993;13.532
985;Country B;1993;4.026
986;Country A;1993;10.338
987;Country B;1993;4.17
988;Country A;-1;12.35
989;Country B;1993;3.951
990;Country A;1993;6.829
991;Country B;1993;6.259
992;Country A;1993;12.994
993;Country B;1993;4.588
994;Country A;1993;9.955
995;Country B;1993;5.707
996;Country A;1993;8.627
997;Country B;1993;4.907
998;Country A;1993;11.779
999;Country B;-1;4.325
1000;Country A;1993;6.357
1001;Country B;1993;4.633
1002;Country A;1993;11.943
1003;Country B;1993;5.499
1004;Country A;1993;5.242
1005;Country B;1993;5.516
1006;Country A;1993;7.629
1007;Country B;1993;4.142
1008;Country A;1993;10.484
1009;Country B;1993;5.418
1010;Country A;1993;9.12
1011;Country B;1993;3.452
1012;Country A;-1;11.4
1013;Country B;1993;5.701
1014;Country A;1993;8.989
1015;Country B;1993;3.038
1016;Country A;1993;9.983
1017;Country B;1993;4.614
1018;Country A;1993;9.672
1019;Country B;1993;4.553
1020;Country A;1993;10.438
1021;Country B;1993;6.911
1022;Country A;1993;12.956
1023;Country B;1993;4.715
1024;Country A;1993;9.63
1025;Country B;1993;6.068
1026;Country A;1993;10.733
1027;Country B;1993;5.285
1028;Country A;1993;15.022
1029;Country B;1993;4.384
1030;Country A;1993;8.66
1031;Country B;1993;5.671
1032;Country A;1993;12.511
1033;Country B;1993;4.309
1034;Country A;1993;15.71
1035;Country B;1993;5.018
1036;Country A;1993;7.964
1037;Country B;1993;5.017
1038;Country A;1993;11.158
1039;Country B;1993;4.835
1040;Country A;1993;13.371
1041;Country B;1993;4.751
1042;Country A;1993;10.172
1043;Country B;1993;5.287
1044;Country A;1993;5.946
1045;Country B;1993;7.558
1046;Country A;1993;9.768
1047;Country B;1993;4.999
1048;Country A;1993;9.069
1049;Country B;1993;4.126
1050;Country A;1993;7.603
1051;Country B;1993;4.949
1052;Country A;1993;7.058
1053;Country B;1993;3.494
1054;Country A;1993;10.484
1055;Country B;1993;5.004
1056;Country A;1993;11.65
1057;Country B;1993;5.367
1058;Country A;1993;9.995
1059;Country B;1993;6.041
1060;Country A;1993;9.66
1061;Country B;1993;4.009
1062;Country A;1993;11.796
1063;Country B;1993;3.657
1064;Country A;1993;12.965
1065;Country B;1993;4.886
1066;Country A;1993;9.582
1067;Country B;1993;5.692
1068;Country A;1993;12.196
1069;Country B;1993;4.098
1070;Country A;1993;10.222
1071;Country B;1993;6.002
1072;Country A;1993;8.686
1073;Country B;1993;5.245
1074;Country A;1993;10.202
1075;Country B;1993;4.093
1076;Country A;1993;10.754
1077;Country B;1993;5.592
1078;Country A;1993;11.125
1079;Country B;1993;4.515
1080;Country A;1993;5.045
1081;Country B;1993;4.185
1082;Country A;1993;7.766
1083;Country B;1993;3.274
1084;Country A;1993;11.708
1085;Country B;1993;6.119
1086;Country A;1993;12.722
1087;Country B;1993;6.345
1088;Country A;1993;8.394
1089;Country B;1993;6.399
1090;Country A;1993;7.96
1091;Country B;1993;4.9
1092;Country A;1993;10.479
1093;Country B;1993;5.949
1094;Country A;1993;9.633
1095;Country B;1993;4.616
1096;Country A;1993;12.599
1097;Country B;1993;5.472
1098;Country A;1993;11.255
1099;Country B;1993;5.37
1100;Country A;1993;12.643
1101;Country B;1993;5.925
1102;Country A;1993;10.719
1103;Country B;1993;4.452
1104;Country A;1993;12.09
1105;Country B;1993;4.937
1106;Country A;1993;11.06
1107;Country B;1993;5.574
1108;Country A;1993;11.574
1109;Country B;1993;-9999999
1110;Country A;1993;9.678
1111;Country B;1993;4.287
1112;Country A;1993;8.384
1113;Country B;1993;5.983
1114;Country A;1993;8.953
1115;Country B;1993;4.801
1116;Country A;1993;5.294
1117;Country B;1993;3.047
1118;Country A;1993;7.096
1119;Country B;1993;5.592
1120;Country A;1993;10.67
1121;Country B;1993;4.481
1122;Country A;1993;11.159
1123;Country B;1993;3.423
1124;Country A;1993;8.899
1125;Country B;1993;4.646
1126;Country A;1993;-9999999
1127;Country B;1993;4.12
1128;Country A;1993;9.224
1129;Country B;1993;6.022
1130;Country A;1993;8.553
1131;Country B;1993;5.023
1132;Country A;1993;13.568
1133;Country B;1993;-9999999
1134;Country A;1993;14.059
1135;Country B;1993;4.256
1136;Country A;1993;10.502
1137;Country B;1993;4.049
1138;Country A;1993;7.384
1139;Country B;1993;3.479
1140;Country A;-1;9.839
1141;Country B;1993;6.454
1142;Country A;1993;10.064
1143;Country B;1993;5.733
1144;Country A;1993;12.707
1145;Country B;1993;3.942
1146;Country A;1993;9.781
1147;Country B;1993;7.113
1148;Country A;1993;9.098
1149;Country B;1993;4.096
1150;Country A;1993;5.011
1151;Country B;1993;5.472
1152;Country A;1993;7.561
1153;Country B;1993;6.152
1154;Country A;1993;7.407
1155;Country B;1993;5.986
1156;Country A;1993;12.868
1157;Country B;1993;4.98
1158;Country A;1993;4.793
1159;Country B;1993;4.076
1160;Country A;1993;5.723
1161;Country B;1993;3.458
1162;Country A;1993;9.784
1163;Country B;1993;4.527
1164;Country A;1993;12.048
1165;Country B;1993;4.908
1166;Country A;1993;14.642
1167;Country B;1993;3.442
1168;Country A;1993;9.429
1169;Country B;1993;4.207
1170;Country A;1993;10.855
1171;Country B;1993;4.392
1172;Country A;1993;9.87
1173;Country B;1993;2.792
1174;Country A;1993;10.672
1175;Country B;1993;5.435
1176;Country A;1993;10.861
1177;Country B;1993;3.7
1178;Country A;1993;12.047
1179;Country B;1993;5.141
1180;Country A;1993;9.471
1181;Country B;-1;4.183
1182;Country A;1993;8.747
1183;Country B;1993;5.735
1184;Country A;1993;7.522
1185;Country B;1993;4.257
1186;Country A;1993;8.496
1187;Country B;1993;6.248
1188;Country A;1993;7.708
1189;Country B;1993;4.776
1190;Country A;1993;14.339
1191;Country B;1993;4.641
1192;Country A;1993;9.896
1193;Country B;1993;4.769
1194;Country A;1993;11.934
1195;Country B;1993;4.408
1196;Country A;1993;6.873
1197;Country B;1993;6.255
1198;Country A;1993;8.729
1199;Country B;1993;4.306
1200;Country A;1993;11.509
1201;Country B;1993;4.014
1202;Country A;1993;10.516
1203;Country B;1993;4.145
1204;Country A;1993;8.622
1205;Country B;1993;4.466
1206;Country A;1993;14.141
1207;Country B;1993;4.749
1208;Country A;1993;-9999999
1209;Country B;1993;4.812
1210;Country A;1993;12.016
1211;Country B;1993;3.655
1212;Country A;1993;12.505
1213;Country B;1993;2.993
1214;Country A;1993;13.018
1215;Country B;1993;6.333
1216;Country A;1993;8.23
1217;Country B;1993;6.011
1218;Country A;1993;11.749
1219;Country B;1993;5.392
1220;Country A;1993;12.89
1221;Country B;1993;6.033
1222;Country A;1993;9.694
1223;Country B;1993;4.656
1224;Country A;1993;12.41
1225;Country B;-1;5.404
1226;Country A;1993;12.146
1227;Country B;1993;5.698
1228;Country A;1993;11.274
1229;Country B;1993;6.907
1230;Country A;1993;8.432
1231;Country B;1993;4.391
1232;Country A;1993;3.679
1233;Country B;1993;5.267
1234;Country A;1993;9.608
1235;Country B;1993;3.565
1236;Country A;1993;12.917
1237;Country B;1993;4.779
1238;Country A;1993;10.564
1239;Country B;1993;7.549
1240;Country A;1993;11.276
1241;Country B;1993;3.395
1242;Country A;1993;14.163
1243;Country B;1993;6.675
1244;Country A;1993;13.158
1245;Country B;1993;3.891
1246;Country A;1993;9.07
1247;Country B;1993;6.026
1248;Country A;1993;7.976
1249;Country B;1993;4.631
1250;Country A;1993;9.528
1251;Country B;1993;2.774
1252;Country A;1993;13.321
1253;Country B;1993;4.648
1254;Country A;1993;12.98
1255;Country B;1993;4.849
1256;Country A;1993;9.409
1257;Country B;1993;4.33
1258;Country A;1993;8.551
1259;Country B;1993;5.581
1260;Country A;1993;10.915
1261;Country B;1993;3.836
1262;Country A;1993;9.439
1263;Country B;1993;5.553
1264;Country A;1993;11.795
1265;Country B;1993;4.794
1266;Country A;1993;11.194
1267;Country B;1993;4.323
1268;Country A;1993;7.908
1269;Country B;1993;-9999999
1270;Country A;1993;15.147
1271;Country B;1993;6.201
1272;Country A;1993;7.546
1273;Country B;1993;4.067
1274;Country A;1993;13.668
1275;Country B;1993;3.933
1276;Country A;1993;13.462
1277;Country B;1993;3.31
1278;Country A;1993;9.771
1279;Country B;1993;6.284
1280;Country A;1993;5.463
1281;Country B;1993;5.764
1282;Country A;1993;13.206
1283;Country B;1993;5.352
1284;Country A;1993;11.78
1285;Country B;1993;4.237
1286;Country A;1993;12.218
1287;Country B;1993;4.79
1288;Country A;1993;8.755
1289;Country B;1993;5.424
1290;Country A;1993;5.325
1291;Country B;1993;4.64
1292;Country A;1993;6.217
1293;Country B;1993;5.013
1294;Country A;1993;7.981
1295;Country B;1993;4.505
1296;Country A;1993;7
1297;Country B;1993;2.597
1298;Country A;1993;9.144
1299;Country B;1993;4.276
1300;Country A;1993;8.467
1301;Country B;1993;6.089
1302;Country A;1993;10.621
1303;Country B;1993;6.673
1304;Country A;1993;13.309
1305;Country B;1993;5.382
1306;Country A;1993;10.044
1307;Country B;1993;2.544
1308;Country A;1993;-9999999
1309;Country B;1993;6.096
1310;Country A;1993;5.464
1311;Country B;-1;5.63
1312;Country A;1993;7.749
1313;Country B;1993;3.917
1314;Country A;1993;9.182
1315;Country B;1993;5.647
1316;Country A;1993;9.644
1317;Country B;1993;4.395
1318;Country A;1993;9.237
1319;Country B;1993;5.442
1320;Country A;1993;8.681
1321;Country B;1993;3.766
1322;Country A;1993;11.026
1323;Country B;1993;4.621
1324;Country A;1993;10.092
1325;Country B;1993;5.605
1326;Country A;1993;11.005
1327;Country B;1993;4.512
1328;Country A;1993;11.084
1329;Country B;1993;4.619
1330;Country A;1993;5.269
1331;Country B;1993;2.42
1332;Country A;1993;11.246
1333;Country B;1993;6.353
1334;Country A;1993;9.395
1335;Country B;1993;2.627
1336;Country A;1993;5.248
1337;Country B;1993;5.702
1338;Country A;1993;12.373
1339;Country B;1993;5.799
1340;Country A;1993;9.261
1341;Country B;1993;4.483
1342;Country A;1993;11.095
1343;Country B;1993;4.482
1344;Country A;1993;8.835
1345;Country B;1993;4.292
1346;Country A;1993;7.107
1347;Country B;1993;3.58
1348;Country A;1993;11.216
1349;Country B;1993;4.364
1350;Country A;1993;13.496
1351;Country B;1993;3.5
1352;Country A;-1;11.249
1353;Country B;1993;7.034
1354;Country A;1993;9.714
1355;Country B;1993;3.672
1356;Country A;1993;13.555
1357;Country B;1993;5.494
1358;Country A;1993;8.676
1359;Country B;1993;5.87
1360;Country A;1993;9.32
1361;Country B;1993;5.485
1362;Country A;1993;14.626
1363;Country B;1993;4.865
1364;Country A;1993;10.476
1365;Country B;1993;6.3
1366;Country A;1993;9.267
1367;Country B;1993;4.371
1368;Country A;1993;8.774
1369;Country B;1993;6.121
1370;Country A;1993;12.21
1371;Country B;1993;4.933
1372;Country A;1993;10.726
1373;Country B;1993;4.937
1374;Country A;1993;11.318
1375;Country B;1993;4.603
1376;Country A;1993;9.324
1377;Country B;-1;5.583
1378;Country A;1993;8.581
1379;Country B;1993;5.727
1380;Country A;1993;-9999999
1381;Country B;1993;6.637
1382;Country A;1993;11.865
1383;Country B;1993;5.499
1384;Country A;1993;7.414
1385;Country B;1993;4.796
1386;Country A;1993;14.847
1387;Country B;1993;5.448
1388;Country A;1993;8.411
1389;Country B;1993;3.443
1390;Country A;1993;11.117
1391;Country B;1993;6.463
1392;Country A;-1;9.549
1393;Country B;1993;5.609
1394;Country A;1993;13.447
1395;Country B;1993;4.577
1396;Country A;1993;12.308
1397;Country B;1993;3.375
1398;Country A;1993;9.836
1399;Country B;1993;6.031
1400;Country A;1993;8.365
1401;Country B;1993;5.481
1402;Country A;1993;11.999
1403;Country B;1993;5.766
1404;Country A;1993;8.32
1405;Country B;1993;4.187
1406;Country A;1993;8.33
1407;Country B;1993;5.893
1408;Country A;1993;9.049
1409;Country B;1993;4.952
1410;Country A;1993;9.334
1411;Country B;1993;4.847
1412;Country A;1993;7.448
1413;Country B;1993;4.305
1414;Country A;1993;6.548
1415;Country B;1993;4.992
1416;Country A;1993;8.453
1417;Country B;1993;3.33
1418;Country A;-1;9.627
1419;Country B;1993;5.081
1420;Country A;1993;10.534
1421;Country B;1993;3.073
1422;Country A;1993;9.806
1423;Country B;1993;4.28
1424;Country A;1993;11.347
1425;Country B;1993;6.508
1426;Country A;1993;8.435
1427;Country B;1993;6.247
1428;Country A;1993;9.205
1429;Country B;1993;4.713
1430;Country A;1993;10.509
1431;Country B;1993;4.099
1432;Country A;1993;8.341
1433;Country B;1993;5.643
1434;Country A;1993;7.49
1435;Country B;1993;3.954
1436;Country A;1993;12.343
1437;Country B;1993;5.384
1438;Country A;1993;13.608
1439;Country B;1993;4.221
1440;Country A;1993;9.472
1441;Country B;1993;5.045
1442;Country A;1993;7.02
1443;Country B;1993;4.38
1444;Country A;1993;8.067
1445;Country B;1993;4.489
1446;Country A;-1;8.676
1447;Country B;1993;4.344
1448;Country A;1993;11.719
1449;Country B;1993;4.498
1450;Country A;1993;11.046
1451;Country B;1993;6.433
1452;Country A;1993;10.797
1453;Country B;1993;4.816
1454;Country A;-1;11.043
1455;Country B;1993;3.567
1456;Country A;1993;7.916
1457;Country B;1993;5.58
1458;Country A;1993;13.974
1459;Country B;1993;6.36
1460;Country A;1993;7.945
1461;Country B;1993;4.331
1462;Country A;1993;8.068
1463;Country B;1993;3.641
1464;Country A;1993;12.655
1465;Country B;1993;5.999
1466;Country A;1993;4.913
1467;Country B;1993;5.243
1468;Country A;1993;10.147
1469;Country B;1993;6.645
1470;Country A;1993;6.595
1471;Country B;1993;4.436
1472;Country A;1993;11.691
1473;Country B;1993;5.523
1474;Country A;1993;8.871
1475;Country B;1993;5.048
1476;Country A;1993;8.626
1477;Country B;1993;5.589
1478;Country A;1993;13.746
1479;Country B;1993;4.574
1480;Country A;1993;9.747
1481;Country B;1993;3.585
1482;Country A;1993;5.118
1483;Country B;1993;4.285
1484;Country A;1993;10.522
1485;Country B;1993;4.961
1486;Country A;1993;9.721
1487;Country B;1993;3.877
1488;Country A;1993;5.371
1489;Country B;1993;5.315
1490;Country A;1993;10.525
1491;Country B;1993;-9999999
1492;Country A;1993;10.594
1493;Country B;1993;4.156
1494;Country A;1993;8.991
1495;Country B;1993;4.757
1496;Country A;1993;6.986
1497;Country B;1993;6.583
1498;Country A;1993;8.758
1499;Country B;1993;5.076
1500;Country A;1993;7.791
1501;Country B;1993;6.677
1502;Country A;1993;11.482
1503;Country B;1993;5.054
1504;Country A;1993;14.76
1505;Country B;1993;-9999999
1506;Country A;1993;9.355
1507;Country B;1993;4.038
1508;Country A;1993;10.587
1509;Country B;1993;5.71
1510;Country A;1993;10.238
1511;Country B;1993;3.563
1512;Country A;1993;10.561
1513;Country B;1993;6.64
1514;Country A;1993;7.715
1515;Country B;1993;5.529
1516;Country A;1993;7.001
1517;Country B;1993;4.379
1518;Country A;1993;12.195
1519;Country B;1993;5.74
1520;Country A;1993;12.245
1521;Country B;1993;6.285
1522;Country A;1993;7.871
1523;Country B;1993;5.48
1524;Country A;1993;9.136
1525;Country B;1993;2.097
1526;Country A;1993;9.983
1527;Country B;-1;4.363
1528;Country A;1993;12.831
1529;Country B;1993;4.703
1530;Country A;1993;11.736
1531;Country B;1993;4.645
1532;Country A;1993;9.425
1533;Country B;1993;4.094
1534;Country A;1993;11.912
1535;Country B;1993;4.931
1536;Country A;1993;8.549
1537;Country B;1993;5.125
1538;Country A;1993;11.655
1539;Country B;1993;4.238
1540;Country A;1993;14.769
1541;Country B;1993;4.125
1542;Country A;1993;9.842
1543;Country B;1993;6.314
1544;Country A;1993;9.005
1545;Country B;1993;6.173
1546;Country A;1993;11.445
1547;Country B;1993;5.522
1548;Country A;1993;13.577
1549;Country B;1993;4.337
1550;Country A;1993;9.255
1551;Country B;1993;4.646
1552;Country A;1993;11.893
1553;Country B;1993;4.165
1554;Country A;1993;11.988
1555;Country B;1993;5.982
1556;Country A;1993;10.212
1557;Country B;1993;4.683
1558;Country A;1993;9.715
1559;Country B;1993;4.855
1560;Country A;1993;11.388
1561;Country B;1993;3.929
1562;Country A;1993;8.502
1563;Country B;-1;3.572
1564;Country A;1993;10.715
1565;Country B;1993;3.315
1566;Country A;1993;8.009
1567;Country B;1993;5.318
1568;Country A;1993;10.54
1569;Country B;1993;5.807
1570;Country A;1993;10.519
1571;Country B;1993;2.948
1572;Country A;1993;8.496
1573;Country B;1993;3.391
1574;Country A;1993;11.785
1575;Country B;1993;5.969
1576;Country A;1993;11.298
1577;Country B;1993;5.682
1578;Country A;1993;10.848
1579;Country B;1993;5.257
1580;Country A;1993;7.98
1581;Country B;1993;6.321
1582;Country A;1993;10.707
1583;Country B;1993;3.963
1584;Country A;-1;10.601
1585;Country B;1993;5.173
1586;Country A;1993;10.579
1587;Country B;1993;4.948
1588;Country A;1993;11.215
1589;Country B;1993;3.956
1590;Country A;1993;9.475
1591;Country B;1993;4.846
1592;Country A;1993;10.853
1593;Country B;1993;5.619
1594;Country A;1993;10.339
1595;Country B;1993;4.148
1596;Country A;1993;10.704
1597;Country B;1993;4.903
1598;Country A;1993;10.345
1599;Country B;1993;4.858
1600;Country A;1993;7.498
1601;Country B;1993;4.821
1602;Country A;1993;8.245
1603;Country B;1993;5.216
1604;Country A;-1;10.883
1605;Country B;1993;3.933
1606;Country A;1993;8.604
1607;Country B;1993;5.733
1608;Country A;1993;11.809
1609;Country B;1993;4.013
1610;Country A;1993;4.445
1611;Country B;1993;6.291
1612;Country A;1993;9.711
1613;Country B;1993;4.95
1614;Country A;1993;10.802
1615;Country B;1993;5.411
1616;Country A;1993;9.805
1617;Country B;1993;3.304
1618;Country A;1993;10.409
1619;Country B;1993;4.492
1620;Country A;1993;5.046
1621;Country B;1993;5.361
1622;Country A;1993;8.006
1623;Country B;1993;5.315
1624;Country A;1993;8.396
1625;Country B;1993;5.331
1626;Country A;1993;11.741
1627;Country B;1993;5.035
1628;Country A;1993;8.934
1629;Country B;1993;4.765
1630;Country A;1993;6.586
1631;Country B;1993;3.544
1632;Country A;1993;10.98
1633;Country B;1993;2.36
1634;Country A;1993;10.12
1635;Country B;1993;3.295
1636;Country A;1993;8.708
1637;Country B;1993;4.255
1638;Country A;1993;9.8
1639;Country B;1993;4.084
1640;Country A;1993;11.263
1641;Country B;1993;5.58
1642;Country A;1993;14.257
1643;Country B;1993;6.209
1644;Country A;1993;8.807
1645;Country B;1993;5.078
1646;Country A;1993;10.067
1647;Country B;1993;4.528
1648;Country A;1993;9.813
1649;Country B;1993;4.3
1650;Country A;1993;9.553
1651;Country B;1993;4.381
1652;Country A;1993;9.395
1653;Country B;1993;4.341
1654;Country A;1993;9.735
1655;Country B;1993;5.609
1656;Country A;1993;11.482
1657;Country B;1993;4.229
1658;Country A;1993;9.956
1659;Country B;1993;5.484
1660;Country A;-1;11.62
1661;Country B;1993;4.956
1662;Country A;1993;10.509
1663;Country B;1993;4.773
1664;Country A;-1;7.645
1665;Country B;1993;5.642
1666;Country A;1993;10.501
